City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain Inches (current 3 hours),Snow Inches (current 3 hours)
223,Itarema,BR,2020-01-13 03:50:58,-2.92,-39.92,76.01,85,42,3.29,scattered clouds,0.0,0.0
224,Pacifica,US,2020-01-13 03:50:01,37.61,-122.49,51.01,87,90,8.84,overcast clouds,0.0,0.0
225,Raudeberg,NO,2020-01-13 03:50:59,61.99,5.14,42.8,75,100,24.16,light intensity shower rain,0.0,0.0
226,Talnakh,RU,2020-01-13 03:51:00,69.49,88.4,-7.6,83,76,13.42,broken clouds,0.0,0.0
227,Alofi,NU,2020-01-13 03:51:01,-19.06,-169.92,82.4,74,100,10.29,light rain,2.31,0.0
228,Zandvoort,NL,2020-01-13 03:51:01,52.37,4.53,45.0,93,20,11.41,few clouds,0.0,0.0
229,Castro,BR,2020-01-13 03:51:02,-24.79,-50.01,65.05,96,100,7.61,overcast clouds,0.0,0.0
230,Mahajanga,MG,2020-01-13 03:51:02,-15.72,46.32,78.8,88,40,3.36,scattered clouds,0.0,0.0
231,Ostrovnoy,RU,2020-01-13 03:51:03,68.05,39.51,24.53,94,100,16.4,light snow,0.0,0.44
232,Lere,NG,2020-01-13 03:51:03,10.39,8.57,64.67,38,5,2.95,clear sky,0.0,0.0
233,Lithakia,GR,2020-01-13 03:51:04,37.72,20.83,42.8,93,75,12.53,broken clouds,0.0,0.0
234,Santa Maria,BR,2020-01-13 03:51:04,-29.68,-53.81,73.4,73,64,9.17,broken clouds,0.0,0.0
235,Airai,TL,2020-01-13 03:51:05,-8.93,125.41,80.42,59,100,3.76,light rain,0.31,0.0
236,Redwater,US,2020-01-13 03:51:05,33.36,-94.25,39.99,93,1,4.7,clear sky,0.0,0.0
237,Hasaki,JP,2020-01-13 03:51:05,35.73,140.83,59.0,54,20,5.82,few clouds,0.0,0.0
238,Olafsvik,IS,2020-01-13 03:46:24,64.89,-23.71,33.21,81,100,23.53,light snow,0.0,1.06
239,Yerbogachen,RU,2020-01-13 03:51:06,61.28,108.01,-4.9,93,100,8.08,overcast clouds,0.0,0.0
240,Natal,BR,2020-01-13 03:51:07,-5.79,-35.21,77.0,88,40,5.82,scattered clouds,0.0,0.0
241,Karratha,AU,2020-01-13 03:51:08,-20.74,116.85,86.14,82,100,16.17,overcast clouds,0.0,0.0
242,Nizwa,OM,2020-01-13 03:51:08,22.93,57.53,46.2,55,0,6.22,clear sky,0.0,0.0
243,Jibuti,DJ,2020-01-13 03:51:08,11.5,42.5,82.4,58,1,3.98,clear sky,0.0,0.0
244,Sakaiminato,JP,2020-01-13 03:51:09,35.55,133.23,50.0,43,40,26.4,scattered clouds,0.0,0.0
245,Kahama,TZ,2020-01-13 03:51:10,-3.83,32.6,61.9,96,89,0.49,light rain,0.44,0.0
246,Poronaysk,RU,2020-01-13 03:51:10,49.22,143.12,8.67,84,85,4.18,overcast clouds,0.0,0.0
247,Lompoc,US,2020-01-13 03:48:42,34.64,-120.46,51.01,75,1,3.36,clear sky,0.0,0.0
248,Dali,CN,2020-01-13 03:51:11,25.7,100.18,49.53,56,0,4.38,clear sky,0.0,0.0
249,Sitka,US,2020-01-13 03:51:11,57.05,-135.33,15.8,66,20,5.82,few clouds,0.0,0.0
250,La Crosse,US,2020-01-13 03:51:12,43.8,-91.24,26.6,73,90,4.7,light rain,0.0,0.0
251,Grand-Santi,GF,2020-01-13 03:51:12,4.25,-54.38,70.41,98,39,3.6,light rain,0.31,0.0
252,Lastoursville,GA,2020-01-13 03:51:12,-0.81,12.73,75.09,80,84,0.76,broken clouds,0.0,0.0
253,Sibu,MY,2020-01-13 03:51:13,2.3,111.82,84.2,79,75,2.24,broken clouds,0.0,0.0
254,Mega,ET,2020-01-13 03:51:13,4.05,38.3,63.19,85,7,3.0,light rain,0.75,0.0
255,Kavieng,PG,2020-01-13 03:51:13,-2.57,150.8,84.0,74,100,18.21,light rain,0.31,0.0
256,Flinders,AU,2020-01-13 03:51:14,-34.58,150.86,78.01,50,75,11.41,broken clouds,0.0,0.0
257,Vardo,NO,2020-01-13 03:51:15,70.37,31.11,30.2,92,90,10.29,light snow,0.0,0.0
258,Goderich,CA,2020-01-13 03:51:15,43.75,-81.72,32.0,93,93,1.99,overcast clouds,0.0,0.0
259,Shu,KZ,2020-01-13 03:51:16,43.6,73.76,24.01,79,100,5.01,light snow,0.0,0.69
260,Nouadhibou,MR,2020-01-13 03:51:17,20.93,-17.03,59.0,77,100,13.87,overcast clouds,0.0,0.0
261,Bocaiuva,BR,2020-01-13 03:51:18,-17.11,-43.81,71.6,68,0,2.24,clear sky,0.0,0.0
262,Pangnirtung,CA,2020-01-13 03:51:18,66.15,-65.71,-31.99,99,100,1.92,overcast clouds,0.0,0.0
263,Casablanca,MA,2020-01-13 03:51:19,33.59,-7.62,57.0,93,0,4.7,clear sky,0.0,0.0
264,Ribeira Grande,PT,2020-01-13 03:51:19,38.52,-28.7,55.76,85,100,23.06,overcast clouds,0.0,0.0
265,Nueva Loja,EC,2020-01-13 03:51:19,0.08,-76.88,71.55,90,63,2.89,light rain,0.56,0.0
266,Quatre Cocos,MU,2020-01-13 03:51:19,-20.21,57.76,78.01,94,20,13.13,shower rain,0.0,0.0
267,Normandin,CA,2020-01-13 03:51:20,48.83,-72.53,-2.99,83,5,4.7,clear sky,0.0,0.0
268,Kutum,SD,2020-01-13 03:51:20,14.2,24.67,48.96,33,0,5.01,clear sky,0.0,0.0
269,Bokoro,TD,2020-01-13 03:51:21,12.38,17.06,69.64,17,0,8.01,clear sky,0.0,0.0
270,Farah,AF,2020-01-13 03:51:21,32.5,62.5,29.05,70,0,4.41,clear sky,0.0,0.0
271,Bilibino,RU,2020-01-13 03:51:21,68.05,166.44,-16.22,99,100,4.23,light snow,0.0,0.31
272,Coihaique,CL,2020-01-13 03:51:22,-45.58,-72.07,59.0,72,0,4.7,clear sky,0.0,0.0
273,Luderitz,NA,2020-01-13 03:51:22,-26.65,15.16,64.81,85,2,25.9,clear sky,0.0,0.0
274,Natalio,PY,2020-01-13 03:51:22,-26.72,-55.08,78.24,69,94,2.8,overcast clouds,0.0,0.0
275,Haines Junction,CA,2020-01-13 03:51:23,60.75,-137.51,-22.29,92,0,4.7,clear sky,0.0,0.0
276,Comodoro Rivadavia,AR,2020-01-13 03:51:23,-45.87,-67.5,64.4,68,3,18.59,clear sky,0.0,0.0
277,Hit,IQ,2020-01-13 03:51:24,33.64,42.83,52.92,58,98,6.13,overcast clouds,0.0,0.0
278,Mopipi,BW,2020-01-13 03:51:24,-21.18,24.88,78.4,54,96,7.2,overcast clouds,0.0,0.0
279,Launceston,AU,2020-01-13 03:47:38,-41.45,147.17,77.0,33,0,14.99,clear sky,0.0,0.0
280,Klaksvik,FO,2020-01-13 03:51:25,62.23,-6.59,37.4,86,51,2.24,broken clouds,0.0,0.0
281,Mehamn,NO,2020-01-13 03:51:25,71.04,27.85,26.13,95,100,23.04,snow,0.0,2.19
282,Pitanga,BR,2020-01-13 03:51:26,-24.76,-51.76,68.59,97,100,8.9,light rain,0.25,0.0
283,Merauke,ID,2020-01-13 03:51:26,-8.47,140.33,76.5,91,100,3.04,light rain,1.75,0.0
284,Eyl,SO,2020-01-13 03:51:27,7.98,49.82,78.19,79,81,23.91,light rain,0.94,0.0
285,Verkhnevilyuysk,RU,2020-01-13 03:51:27,63.45,120.32,-5.94,94,31,7.7,scattered clouds,0.0,0.0
286,Port Moresby,PG,2020-01-13 03:51:27,-9.44,147.18,78.8,88,90,11.41,shower rain,0.0,0.0
287,Bathsheba,BB,2020-01-13 03:46:32,13.22,-59.52,78.8,69,40,27.51,scattered clouds,0.0,0.0
288,Upington,ZA,2020-01-13 03:51:28,-28.45,21.26,75.2,33,0,5.82,clear sky,0.0,0.0
289,Paamiut,GL,2020-01-13 03:51:28,61.99,-49.67,10.24,51,0,16.58,clear sky,0.0,0.0
290,Makakilo City,US,2020-01-13 03:51:29,21.35,-158.09,75.2,100,90,3.36,light intensity drizzle,0.0,0.0
291,Punta Cardon,VE,2020-01-13 03:51:29,11.66,-70.22,77.56,79,0,23.55,clear sky,0.0,0.0
292,Camana,PE,2020-01-13 03:51:29,-16.62,-72.71,62.4,85,100,2.64,overcast clouds,0.0,0.0
293,Chokurdakh,RU,2020-01-13 03:51:30,70.63,147.92,-25.29,96,100,0.81,overcast clouds,0.0,0.0
294,Tanggu,CN,2020-01-13 03:51:30,39.02,117.65,30.2,30,0,17.9,clear sky,0.0,0.0
295,Pudozh,RU,2020-01-13 03:51:31,61.81,36.53,28.38,92,86,7.09,overcast clouds,0.0,0.0
296,Torbay,CA,2020-01-13 03:51:31,47.67,-52.73,27.0,92,90,13.87,light snow,0.0,0.0
297,Sulphur,US,2020-01-13 03:48:42,30.24,-93.38,55.4,87,75,1.99,broken clouds,0.0,0.0
298,Shebalino,RU,2020-01-13 03:51:32,51.29,85.68,12.34,85,100,3.83,overcast clouds,0.0,0.0
299,Evensk,RU,2020-01-13 03:51:32,61.95,159.23,-17.28,74,38,9.42,scattered clouds,0.0,0.0
300,Krasnooktyabrskiy,RU,2020-01-13 03:51:33,44.93,38.37,36.0,86,75,4.47,broken clouds,0.0,0.0
301,Qaqortoq,GL,2020-01-13 03:51:33,60.72,-46.03,1.4,37,0,5.82,clear sky,0.0,0.0
302,Khani,GE,2020-01-13 03:51:33,41.96,42.96,37.4,100,90,4.7,overcast clouds,0.0,0.0
303,Romny,UA,2020-01-13 03:51:34,50.75,33.47,31.14,90,100,12.06,overcast clouds,0.0,0.0
304,Tomatlan,MX,2020-01-13 03:51:34,19.93,-105.25,68.43,67,86,3.27,overcast clouds,0.0,0.0
305,Barkhan,PK,2020-01-13 03:51:35,29.9,69.53,38.61,91,100,4.56,light rain,1.5,0.0
306,Matagami,CA,2020-01-13 03:51:35,49.75,-77.63,-16.6,82,1,2.24,clear sky,0.0,0.0
307,Belawan,ID,2020-01-13 03:51:36,3.78,98.68,86.0,79,40,6.93,scattered clouds,0.0,0.0
308,Leningradskiy,RU,2020-01-13 03:51:37,69.38,178.42,-1.84,95,100,15.86,overcast clouds,0.0,0.0
309,Marawi,PH,2020-01-13 03:51:37,8.0,124.29,82.0,77,100,5.01,overcast clouds,0.0,0.0
310,Souillac,MU,2020-01-13 03:51:38,-20.52,57.52,78.01,94,20,6.26,shower rain,0.0,0.0
311,Mayo,US,2020-01-13 03:51:38,38.89,-76.51,52.0,76,1,5.82,clear sky,0.0,0.0
312,Muli,MV,2020-01-13 03:51:39,2.92,73.57,81.32,78,98,16.42,light rain,0.13,0.0
313,Omsukchan,RU,2020-01-13 03:51:39,62.53,155.8,-32.42,90,0,2.28,clear sky,0.0,0.0
314,Broome,US,2020-01-13 03:51:39,42.25,-75.83,33.01,100,90,5.32,overcast clouds,0.0,0.0
315,Boyolangu,ID,2020-01-13 03:51:40,-8.12,111.89,85.03,59,100,3.27,overcast clouds,0.0,0.0
316,Pokrovsk,UA,2020-01-13 03:51:40,48.28,37.18,28.63,81,24,10.4,few clouds,0.0,0.0
317,Port Hueneme,US,2020-01-13 03:49:24,34.15,-119.2,52.0,87,20,3.36,few clouds,0.0,0.0
318,Maua,BR,2020-01-13 03:48:28,-23.67,-46.46,70.0,88,90,6.93,overcast clouds,0.0,0.0
319,Moroto,UG,2020-01-13 03:51:41,2.53,34.67,71.37,61,100,8.12,overcast clouds,0.0,0.0
320,Hovd,MN,2020-01-13 03:51:41,48.01,91.64,-7.1,86,70,1.52,broken clouds,0.0,0.0
321,Usakos,NA,2020-01-13 03:51:42,-22.0,15.6,73.6,52,29,4.99,scattered clouds,0.0,0.0
322,Yingkou,CN,2020-01-13 03:51:42,40.66,122.23,19.92,59,0,7.87,clear sky,0.0,0.0
323,Fort Nelson,CA,2020-01-13 03:51:42,58.81,-122.7,-9.4,83,90,2.24,light snow,0.0,0.0
324,Bend,US,2020-01-13 03:47:56,44.06,-121.32,32.0,86,1,20.36,clear sky,0.0,0.0
325,Traverse City,US,2020-01-13 03:51:43,44.76,-85.62,21.2,85,90,14.12,overcast clouds,0.0,0.0
326,Marang,MY,2020-01-13 03:51:43,5.21,103.21,84.2,70,40,8.05,scattered clouds,0.0,0.0
327,Kysyl-Syr,RU,2020-01-13 03:51:44,63.9,122.76,-14.13,99,86,4.61,overcast clouds,0.0,0.0
328,Tazovskiy,RU,2020-01-13 03:51:44,67.47,78.7,-15.7,94,0,10.29,clear sky,0.0,0.0
329,Watsonville,US,2020-01-13 03:47:41,36.91,-121.76,51.01,81,75,4.85,broken clouds,0.0,0.0
330,Sorland,NO,2020-01-13 03:51:45,67.67,12.69,39.06,78,100,32.91,light snow,0.0,0.31
331,Avera,US,2020-01-13 03:51:45,33.19,-82.53,64.99,100,90,4.7,overcast clouds,0.0,0.0
332,Muisne,EC,2020-01-13 03:51:46,0.6,-80.03,77.07,85,100,5.28,overcast clouds,0.0,0.0
333,Oranjemund,NA,2020-01-13 03:51:46,-28.55,16.43,62.31,96,66,8.95,broken clouds,0.0,0.0
334,Saldanha,ZA,2020-01-13 03:51:46,-33.01,17.94,65.07,90,0,11.43,clear sky,0.0,0.0
335,Reinosa,ES,2020-01-13 03:51:47,43.0,-4.14,42.01,93,100,6.44,overcast clouds,0.0,0.0
336,Ballina,AU,2020-01-13 03:51:47,-28.87,153.57,78.8,83,90,10.29,overcast clouds,0.0,0.0
337,Takoradi,GH,2020-01-13 03:51:48,4.88,-1.76,77.52,89,0,1.68,clear sky,0.0,0.0
338,Victoria,HK,2020-01-13 03:51:48,22.29,114.16,70.0,64,20,8.05,few clouds,0.0,0.0
339,Kautokeino,NO,2020-01-13 03:51:49,69.01,23.04,16.36,75,40,7.4,scattered clouds,0.0,0.0
340,Lazaro Cardenas,MX,2020-01-13 03:51:49,17.96,-102.2,74.95,87,6,2.1,clear sky,0.0,0.0
341,Macau,MO,2020-01-13 03:48:44,22.2,113.55,70.0,68,20,14.99,few clouds,0.0,0.0
342,Srednekolymsk,RU,2020-01-13 03:51:51,67.45,153.68,-13.68,98,100,8.41,light snow,0.0,0.44
343,Cairns,AU,2020-01-13 03:51:51,-16.92,145.77,91.99,59,82,12.75,broken clouds,0.0,0.0
344,Teguldet,RU,2020-01-13 03:51:51,57.31,88.17,10.62,94,100,7.14,light snow,0.0,0.44
345,Erenhot,CN,2020-01-13 03:51:52,43.65,111.98,6.76,84,0,10.18,clear sky,0.0,0.0
346,Sandwick,GB,2020-01-13 03:51:52,60.0,-1.25,44.6,75,100,28.86,light rain,0.19,0.0
347,Hualmay,PE,2020-01-13 03:51:52,-11.1,-77.61,66.61,87,60,2.21,broken clouds,0.0,0.0
348,Sorong,ID,2020-01-13 03:51:52,-0.88,131.25,87.22,62,100,3.04,overcast clouds,0.0,0.0
349,Hofn,IS,2020-01-13 03:51:53,64.25,-15.21,39.22,64,0,24.83,clear sky,0.0,0.0
350,Kangaatsiaq,GL,2020-01-13 03:51:53,68.31,-53.46,5.99,65,100,7.18,overcast clouds,0.0,0.0
351,Northam,GB,2020-01-13 03:51:54,51.03,-4.22,46.0,89,0,1.99,clear sky,0.0,0.0
352,Mount Isa,AU,2020-01-13 03:51:54,-20.73,139.5,102.2,21,40,4.7,scattered clouds,0.0,0.0
353,Buala,SB,2020-01-13 03:51:54,-8.14,159.59,87.03,70,98,10.65,overcast clouds,0.0,0.0
354,Olga,RU,2020-01-13 03:51:55,43.74,135.29,20.17,54,0,14.67,clear sky,0.0,0.0
355,Jilib,SO,2020-01-13 03:51:55,0.49,42.79,77.23,84,15,3.71,few clouds,0.0,0.0
356,Moron,AR,2020-01-13 03:47:05,-34.65,-58.62,73.4,64,0,10.29,clear sky,0.0,0.0
357,Tautira,PF,2020-01-13 03:51:56,-17.73,-149.15,84.2,70,90,2.24,overcast clouds,0.0,0.0
358,Carauari,BR,2020-01-13 03:51:57,-4.88,-66.9,73.92,94,87,1.57,light rain,0.19,0.0
359,Itoman,JP,2020-01-13 03:51:57,26.12,127.67,68.0,52,75,14.99,broken clouds,0.0,0.0
360,Okhotsk,RU,2020-01-13 03:51:58,59.38,143.3,-11.04,78,72,7.47,broken clouds,0.0,0.0
361,Sungaipenuh,ID,2020-01-13 03:51:59,-2.08,101.38,77.74,60,87,0.76,overcast clouds,0.0,0.0
362,Yenagoa,NG,2020-01-13 03:51:59,4.92,6.26,76.96,90,94,2.46,overcast clouds,0.0,0.0
363,Killybegs,IE,2020-01-13 03:52:00,54.63,-8.45,42.01,87,84,11.01,broken clouds,0.0,0.0
364,Kinangan,PH,2020-01-13 03:52:00,6.3,125.58,86.0,66,75,4.7,broken clouds,0.0,0.0
365,Ust-Kachka,RU,2020-01-13 03:52:00,58.01,55.67,24.8,92,75,24.61,heavy snow,0.0,0.0
366,Salalah,OM,2020-01-13 03:52:01,17.02,54.09,62.6,23,52,2.24,broken clouds,0.0,0.0
367,Provideniya,RU,2020-01-13 03:52:01,64.38,-173.3,28.4,86,90,20.13,snow,0.0,0.0
368,Dongsheng,CN,2020-01-13 03:52:01,39.82,109.98,6.53,80,0,9.08,clear sky,0.0,0.0
369,Eureka,US,2020-01-13 03:47:52,40.8,-124.16,50.0,100,90,4.0,overcast clouds,0.0,0.0
370,Henties Bay,NA,2020-01-13 03:52:02,-22.12,14.28,66.0,87,54,3.27,broken clouds,0.0,0.0
371,Maputo,MZ,2020-01-13 03:47:48,-25.97,32.59,75.2,94,40,3.36,thunderstorm,0.0,0.0
372,Saint-Francois,FR,2020-01-13 03:52:03,46.42,3.91,41.0,80,90,3.36,overcast clouds,0.0,0.0
373,Garhi Khairo,PK,2020-01-13 03:52:03,28.06,67.98,49.69,90,100,5.01,light rain,0.63,0.0
374,Bonavista,CA,2020-01-13 03:52:04,48.65,-53.11,24.01,89,100,1.99,snow,0.0,2.63
375,Carmo Do Paranaiba,BR,2020-01-13 03:52:04,-19.0,-46.32,69.01,100,89,1.92,overcast clouds,0.0,0.0
376,Guerrero Negro,MX,2020-01-13 03:52:04,27.98,-114.06,58.93,71,98,7.7,overcast clouds,0.0,0.0
377,Tuatapere,NZ,2020-01-13 03:52:05,-46.13,167.68,59.0,56,51,11.99,broken clouds,0.0,0.0
378,Severo-Kurilsk,RU,2020-01-13 03:52:05,50.68,156.12,28.99,98,100,17.43,snow,0.0,4.94
379,Nishihara,JP,2020-01-13 03:52:05,26.18,127.76,68.0,52,75,14.99,broken clouds,0.0,0.0
380,Santa Rosa,PH,2020-01-13 03:52:06,14.31,121.11,84.0,78,90,10.29,overcast clouds,0.0,0.0
381,Nioro,GM,2020-01-13 03:52:06,13.35,-15.75,71.67,14,0,8.86,clear sky,0.0,0.0
382,Muros,ES,2020-01-13 03:52:07,42.78,-9.06,51.01,81,75,4.7,broken clouds,0.0,0.0
383,Vila,PT,2020-01-13 03:52:07,42.03,-8.16,50.0,87,20,5.82,fog,0.0,0.0
384,Faro,PT,2020-01-13 03:52:07,37.02,-7.93,51.01,81,7,6.93,clear sky,0.0,0.0
385,Champerico,GT,2020-01-13 03:52:08,14.3,-91.92,76.66,80,8,2.21,clear sky,0.0,0.0
386,Cidreira,BR,2020-01-13 03:52:08,-30.18,-50.21,76.01,71,66,8.28,broken clouds,0.0,0.0
387,Nhamunda,BR,2020-01-13 03:52:08,-2.19,-56.71,74.34,92,95,2.46,overcast clouds,0.0,0.0
388,Rocha,UY,2020-01-13 03:52:09,-34.48,-54.33,54.55,83,27,2.35,scattered clouds,0.0,0.0
389,Kuching,MY,2020-01-13 03:51:06,1.55,110.33,84.2,74,75,6.93,broken clouds,0.0,0.0
390,Riyadh,SA,2020-01-13 03:50:35,24.69,46.72,39.2,49,0,3.36,clear sky,0.0,0.0
391,Neuquen,AR,2020-01-13 03:52:10,-38.95,-68.06,73.4,56,40,6.93,scattered clouds,0.0,0.0
392,Portland,US,2020-01-13 03:47:39,45.52,-122.68,39.99,80,90,6.93,light rain,0.0,0.0
393,Kaitangata,NZ,2020-01-13 03:52:11,-46.28,169.85,59.0,59,0,11.01,clear sky,0.0,0.0
394,Shizunai,JP,2020-01-13 03:51:34,42.33,142.37,25.9,59,94,4.63,overcast clouds,0.0,0.0
395,Tadine,NC,2020-01-13 03:52:12,-21.55,167.88,80.91,71,74,17.31,broken clouds,0.0,0.0
396,Porto Novo,BJ,2020-01-13 03:52:12,6.5,2.6,82.4,88,40,5.82,scattered clouds,0.0,0.0
397,Miandrivazo,MG,2020-01-13 03:52:12,-19.52,45.47,78.58,79,92,1.45,moderate rain,3.69,0.0
398,Umtata,ZA,2020-01-13 03:52:13,-31.59,28.78,66.2,93,83,4.7,broken clouds,0.0,0.0
399,Weligama,LK,2020-01-13 03:52:13,5.97,80.42,78.89,78,44,1.81,scattered clouds,0.0,0.0
400,Havoysund,NO,2020-01-13 03:52:13,71.0,24.66,33.8,86,75,19.46,broken clouds,0.0,0.0
401,Bellmead,US,2020-01-13 03:52:14,31.59,-97.11,50.0,81,5,4.7,clear sky,0.0,0.0
402,Swellendam,ZA,2020-01-13 03:52:14,-34.02,20.44,62.69,88,0,2.42,clear sky,0.0,0.0
403,Porbandar,IN,2020-01-13 03:52:14,21.64,69.61,71.6,94,40,4.7,haze,0.0,0.0
404,Correntina,BR,2020-01-13 03:52:15,-13.34,-44.64,68.9,86,0,1.1,clear sky,0.0,0.0
405,Lander,US,2020-01-13 03:52:16,42.83,-108.73,23.0,35,1,3.36,clear sky,0.0,0.0
406,Mandalgovi,MN,2020-01-13 03:52:17,45.76,106.27,0.97,89,0,9.82,clear sky,0.0,0.0
407,Ilulissat,GL,2020-01-13 03:52:18,69.22,-51.1,1.4,45,100,8.05,overcast clouds,0.0,0.0
408,Russell,US,2020-01-13 03:52:18,32.35,-85.2,64.99,93,90,2.26,heavy intensity rain,0.0,0.0
409,Molteno,ZA,2020-01-13 03:52:19,-31.4,26.36,58.98,95,43,4.34,scattered clouds,0.0,0.0
410,Port Augusta,AU,2020-01-13 03:52:19,-32.5,137.77,93.99,26,0,14.99,clear sky,0.0,0.0
411,Ambon,ID,2020-01-13 03:52:19,-3.7,128.18,87.8,70,40,4.7,light rain,0.0,0.0
412,Inverell,AU,2020-01-13 03:52:19,-29.78,151.12,91.99,33,8,4.0,clear sky,0.0,0.0
413,Altdorf,DE,2020-01-13 03:52:20,49.39,11.36,37.99,93,90,5.82,overcast clouds,0.0,0.0
414,Price,US,2020-01-13 03:49:22,39.6,-110.81,21.0,85,90,4.7,overcast clouds,0.0,0.0
415,Hayrabolu,TR,2020-01-13 03:52:21,41.21,27.11,35.6,95,40,9.17,scattered clouds,0.0,0.0
416,Madimba,TZ,2020-01-13 03:52:21,-10.4,40.33,75.2,94,75,5.82,broken clouds,0.0,0.0
417,Rantepao,ID,2020-01-13 03:52:21,-2.97,119.9,82.99,53,100,2.68,overcast clouds,0.0,0.0
418,Lieksa,FI,2020-01-13 03:52:22,63.32,30.02,30.27,86,100,10.42,overcast clouds,0.0,0.0
419,Asau,RO,2020-01-13 03:52:22,46.43,26.4,27.0,100,0,1.12,clear sky,0.0,0.0
420,Toucheng,TW,2020-01-13 03:52:22,24.86,121.82,60.8,87,75,8.05,light intensity shower rain,0.0,0.0
421,Port Hedland,AU,2020-01-13 03:52:23,-20.32,118.57,96.8,53,40,27.51,scattered clouds,0.0,0.0
422,Bartica,GY,2020-01-13 03:52:23,6.4,-58.62,75.2,94,40,6.93,light intensity shower rain,0.0,0.0
423,Lively,CA,2020-01-13 03:48:48,46.43,-81.15,-0.4,70,20,6.93,few clouds,0.0,0.0
424,Skjervoy,NO,2020-01-13 03:52:24,70.03,20.97,35.02,68,3,13.76,clear sky,0.0,0.0
425,Nemuro,JP,2020-01-13 03:52:24,43.32,145.57,30.2,74,75,4.7,broken clouds,0.0,0.0
426,Lamar,US,2020-01-13 03:52:24,33.67,-95.58,41.0,86,1,5.82,clear sky,0.0,0.0
427,Kathu,TH,2020-01-13 03:52:25,7.92,98.33,87.8,58,20,11.41,few clouds,0.0,0.0
428,Grants,US,2020-01-13 03:52:25,35.15,-107.85,23.0,49,1,9.17,clear sky,0.0,0.0
429,Te Anau,NZ,2020-01-13 03:52:26,-45.42,167.72,54.66,49,0,0.56,clear sky,0.0,0.0
430,Samarai,PG,2020-01-13 03:52:26,-10.62,150.67,77.0,90,97,5.28,light rain,2.75,0.0
431,Conceicao Do Coite,BR,2020-01-13 03:52:26,-11.56,-39.28,72.16,91,0,6.49,clear sky,0.0,0.0
432,Aripuana,BR,2020-01-13 03:52:27,-9.17,-60.63,70.56,99,100,1.03,overcast clouds,0.0,0.0
433,Tirumullaivasal,IN,2020-01-13 03:52:27,11.23,79.83,79.12,63,21,12.24,light rain,0.13,0.0
434,Inyonga,TZ,2020-01-13 03:52:28,-6.72,32.07,62.55,93,100,0.98,overcast clouds,0.0,0.0
435,Turayf,SA,2020-01-13 03:52:28,31.67,38.66,41.0,100,40,4.7,scattered clouds,0.0,0.0
436,Tateyama,JP,2020-01-13 03:52:28,34.98,139.87,55.99,66,20,4.7,few clouds,0.0,0.0
437,Hobbs,US,2020-01-13 03:47:48,32.7,-103.14,46.0,41,1,5.82,clear sky,0.0,0.0
438,Kasempa,ZM,2020-01-13 03:52:29,-13.46,25.83,62.35,81,99,5.5,overcast clouds,0.0,0.0
439,Posadas,AR,2020-01-13 03:52:29,-27.37,-55.9,82.4,74,100,2.24,overcast clouds,0.0,0.0
440,Rawson,AR,2020-01-13 03:52:30,-43.3,-65.1,65.71,65,0,16.75,clear sky,0.0,0.0
441,Strezhevoy,RU,2020-01-13 03:52:30,60.73,77.59,14.0,85,90,8.95,light snow,0.0,0.0
442,Changji,CN,2020-01-13 03:52:30,44.02,87.32,3.2,84,100,2.24,mist,0.0,0.0
443,Pringsewu,ID,2020-01-13 03:52:31,-5.36,104.97,82.38,76,43,1.05,light rain,1.5,0.0
444,Baltasi,RU,2020-01-13 03:52:31,56.35,50.21,24.96,92,100,17.49,light snow,0.0,1.06
445,Shenjiamen,CN,2020-01-13 03:52:31,29.96,122.3,46.62,61,78,2.06,broken clouds,0.0,0.0
446,Puerto Armuelles,PA,2020-01-13 03:52:32,8.28,-82.87,75.02,90,35,2.06,scattered clouds,0.0,0.0
447,Praia Da Vitoria,PT,2020-01-13 03:52:32,38.73,-27.07,57.2,76,20,27.63,few clouds,0.0,0.0
448,Faya,SA,2020-01-13 03:52:32,18.39,42.45,50.0,56,5,8.05,clear sky,0.0,0.0
449,Villa Bruzual,VE,2020-01-13 03:52:33,9.33,-69.12,73.31,77,50,6.8,scattered clouds,0.0,0.0
450,Yuli,NG,2020-01-13 03:52:33,9.7,10.27,73.42,30,6,6.35,clear sky,0.0,0.0
451,Sri Aman,MY,2020-01-13 03:52:34,1.24,111.46,86.0,70,75,4.7,broken clouds,0.0,0.0
452,Jacqueville,CI,2020-01-13 03:52:34,5.21,-4.41,80.6,94,20,3.36,few clouds,0.0,0.0
453,Ismailia,EG,2020-01-13 03:49:02,30.6,32.27,48.79,83,0,3.27,clear sky,0.0,0.0
454,Kuytun,RU,2020-01-13 03:52:35,54.34,101.5,-7.92,95,66,4.07,broken clouds,0.0,0.0
455,Ati,TD,2020-01-13 03:52:36,13.22,18.34,67.23,17,0,7.0,clear sky,0.0,0.0
456,Wonthaggi,AU,2020-01-13 03:52:37,-38.6,145.59,90.0,46,0,1.19,clear sky,0.0,0.0
457,Kilindoni,TZ,2020-01-13 03:52:37,-7.91,39.67,80.11,86,100,7.94,light rain,1.5,0.0
458,Tiksi,RU,2020-01-13 03:52:38,71.69,128.87,-6.43,87,100,10.07,overcast clouds,0.0,0.0
459,Bayir,TR,2020-01-13 03:52:38,37.27,28.22,37.4,100,4,3.36,clear sky,0.0,0.0
